Time,Result,Source_Label,Original_File,Delta_T,Rolling_Mean_3,Rolling_Std_3,Lag_Delta_1,Lag_Delta_2,Is_Defect,Lag_Defect_1
135.33208225150605,OK,1,protocol1,135.33208225150605,135.33208225150605,0.0,0.0,0.0,0,0.0
165.1233490789463,OK,0,protocol1,29.79126682744024,82.56167453947315,74.62862627831471,135.33208225150605,0.0,0,0.0
245.2329542568199,OK,1,protocol1,80.10960517787362,81.74431808560664,52.78939424555101,29.79126682744024,135.33208225150605,0,0.0
301.9041144959863,D,0,protocol1,56.67116023916637,55.52401074816007,25.17877593437002,80.10960517787362,29.79126682744024,1,0.0
367.1678729882311,OK,1,protocol1,65.26375849224485,67.34817463642828,11.857435147737577,56.67116023916637,80.10960517787362,0,1.0
464.4123170328502,OK,0,protocol1,97.24444404461906,73.0597875920101,21.38063123443137,65.26375849224485,56.67116023916637,0,0.0
532.6545412328073,OK,1,protocol1,68.24222419995715,76.91680891227368,17.66712701738248,97.24444404461906,65.26375849224485,0,0.0
611.4234273018567,OK,0,protocol1,78.76888606904936,81.41851810454186,14.681539477253617,68.24222419995715,97.24444404461906,0,0.0
655.3068162125106,OK,1,protocol1,43.883388910653935,63.63149972655348,17.893953255900065,78.76888606904936,68.24222419995715,0,0.0
740.5230030528548,OK,0,protocol1,85.21618684034422,69.28948727334917,22.2372277345917,43.883388910653935,78.76888606904936,0,0.0
767.98157086502,OK,1,protocol1,27.458567812165143,52.186047854387766,29.760481315043297,85.21618684034422,43.883388910653935,0,0.0
863.5379661212637,OK,1,protocol1,95.55639525624372,69.4103833029177,36.69735814399545,27.458567812165143,85.21618684034422,0,0.0
906.9296027204182,OK,0,protocol1,43.39163659915448,55.46886655585445,35.61914005448663,95.55639525624372,27.458567812165143,0,0.0
970.700589182214,D,1,protocol1,63.770986461795815,67.57300610573134,26.28938999801527,43.39163659915448,95.55639525624372,1,0.0
1092.4173419014498,OK,0,protocol1,121.71675271923584,76.29312526006204,40.63630056819076,63.770986461795815,43.39163659915448,0,1.0
1092.6074834409972,D,1,protocol1,0.19014153954731228,61.892626906859654,60.785076146764965,121.71675271923584,63.770986461795815,1,0.0
1179.7435290468609,OK,1,protocol1,87.13604560586373,69.68097995488229,62.61540380661019,0.19014153954731228,121.71675271923584,0,1.0
1207.2438240105628,OK,0,protocol1,27.50029496370189,38.27549403637098,44.46320101802177,87.13604560586373,0.19014153954731228,0,0.0
1294.978366619166,OK,1,protocol1,87.7345426086033,67.45696105938964,34.60478180508129,27.50029496370189,87.13604560586373,0,0.0
1378.3051463725435,OK,0,protocol1,83.32677975337742,66.18720577522754,33.57625491997556,87.7345426086033,27.50029496370189,0,0.0
1429.3119874887814,OK,1,protocol1,51.006841116237865,74.0227211594062,20.053806221466125,83.32677975337742,87.7345426086033,0,0.0
1536.1638682436114,OK,0,protocol1,106.85188075483006,80.39516720814845,28.037704562704334,51.006841116237865,83.32677975337742,0,0.0
1569.647894475319,OK,1,protocol1,33.4840262317075,63.780916034258475,38.31570515911096,106.85188075483006,51.006841116237865,0,0.0
1667.174311221816,OK,0,protocol1,97.52641674649703,79.28744124434486,39.94002616245512,33.4840262317075,106.85188075483006,0,0.0
1679.1946480251686,OK,1,protocol1,12.02033680335262,47.676926593852386,44.48484283807443,97.52641674649703,33.4840262317075,0,0.0
1797.5781847365838,OK,1,protocol1,118.38353671141522,75.97676342042162,56.361096888954776,12.02033680335262,97.52641674649703,0,0.0
1860.8131236459824,OK,0,protocol1,63.23493890939858,64.54627080805547,53.19372394542376,118.38353671141522,12.02033680335262,0,0.0
1924.8470425208984,OK,1,protocol1,64.03391887491603,81.88413149857661,31.611936478402715,63.23493890939858,118.38353671141522,0,0.0
2029.542038810085,OK,0,protocol1,104.69499628918652,77.32128469116704,23.709695426870955,64.03391887491603,63.23493890939858,0,0.0
2066.358756575766,OK,1,protocol1,36.81671776568123,68.51521097659459,34.160308224664284,104.69499628918652,64.03391887491603,0,0.0
2173.394824816274,OK,1,protocol1,107.03606824050803,82.84926076512527,39.882532714423554,36.81671776568123,104.69499628918652,0,0.0
2206.3464208070977,OK,0,protocol1,32.951595990823535,58.93479399900426,41.7017293325575,107.03606824050803,36.81671776568123,0,0.0
2282.4737386620745,OK,1,protocol1,76.12731785497681,72.03832736210279,37.21111580652588,32.951595990823535,107.03606824050803,0,0.0
2329.8007213382925,OK,0,protocol1,47.326982676217995,52.13529884067278,21.98580605471858,76.12731785497681,32.951595990823535,0,0.0
2428.4651962711537,OK,1,protocol1,98.66447493286114,74.03959182135198,25.732343029616086,47.326982676217995,76.12731785497681,0,0.0
2470.383164749233,OK,0,protocol1,41.917968478079274,62.636475362386136,31.318156450157286,98.66447493286114,47.326982676217995,0,0.0
2549.69810369675,OK,1,protocol1,79.31493894751702,73.29912745281915,28.84759937430593,41.917968478079274,98.66447493286114,0,0.0
2640.0238440256526,OK,0,protocol1,90.32574032890261,70.51954925149964,25.374145381055676,79.31493894751702,41.917968478079274,0,0.0
2667.63882599253,OK,1,protocol1,27.61498196687762,65.75188708109908,33.48323588802956,90.32574032890261,79.31493894751702,0,0.0
2777.890487861192,OK,1,protocol1,110.25166186866181,76.06412805481402,43.12482353343388,27.61498196687762,90.32574032890261,0,0.0
2798.3797673086538,OK,0,protocol1,20.48927944746174,52.78530776100039,49.894692101657014,110.25166186866181,27.61498196687762,0,0.0
2909.6295190357605,OK,1,protocol1,111.24975172710674,80.66356434774343,52.11484882724486,20.48927944746174,110.25166186866181,0,0.0
2918.5999994512904,OK,0,protocol1,8.970480415529892,46.90317053003279,56.02260763832966,111.24975172710674,20.48927944746174,0,0.0
3021.077925950989,OK,1,protocol1,102.4779264996987,74.23271954744511,56.688677192526846,8.970480415529892,111.24975172710674,0,0.0
3088.8519392769563,OK,0,protocol1,67.77401332596719,59.74080674706526,47.268487645051856,102.4779264996987,8.970480415529892,0,0.0
3119.9697083232268,OK,1,protocol1,31.117769046270496,67.12323629064547,35.68452957524862,67.77401332596719,102.4779264996987,0,0.0
3222.0784917229685,OK,0,protocol1,102.1087833997417,67.00018859065979,35.501832815707125,31.117769046270496,67.77401332596719,0,0.0
3269.496035999682,OK,1,protocol1,47.41754427671367,60.21469890757529,37.18543269505313,102.1087833997417,31.117769046270496,0,0.0
3376.643697110034,OK,1,protocol1,107.14766111035169,85.55799626226901,33.12654721507299,47.41754427671367,102.1087833997417,0,0.0
3446.2644020601088,OK,0,protocol1,69.62070495007492,74.72863677904677,30.19089167144753,107.14766111035169,47.41754427671367,0,0.0
3529.6823466897144,OK,1,protocol1,83.4179446296057,86.72877023001077,18.98128774032618,69.62070495007492,107.14766111035169,0,0.0
3594.202818203942,OK,0,protocol1,64.52047151422767,72.51970703130276,9.776593595768999,83.4179446296057,69.62070495007492,0,0.0
3621.355293966672,OK,1,protocol1,27.152475762729864,58.363630635521076,28.633560098364086,64.52047151422767,83.4179446296057,0,0.0
3721.390344827512,OK,1,protocol1,100.03505086083987,63.90266604593247,36.4452150622054,27.152475762729864,64.52047151422767,0,0.0
3768.30048607304,OK,0,protocol1,46.91014124552794,58.03255595636589,37.69281788328925,100.03505086083987,27.152475762729864,0,0.0
3875.017149158245,OK,1,protocol1,106.71666308520525,84.55395173052436,32.77122726343861,46.91014124552794,100.03505086083987,0,0.0
3911.474326835189,OK,0,protocol1,36.45717767694396,63.36132733589238,37.90883756188352,106.71666308520525,46.91014124552794,0,0.0
4006.920198205808,OK,1,protocol1,95.44587137061899,79.53990404425606,37.733919355122836,36.45717767694396,106.71666308520525,0,0.0
4024.470184708764,OK,0,protocol1,17.549986502956017,49.817678516839656,40.63027758764012,95.44587137061899,36.45717767694396,0,0.0
4139.634328239702,OK,1,protocol1,115.16414353093796,76.05333380150432,51.61573207945444,17.549986502956017,95.44587137061899,0,0.0
4160.852933803511,OK,0,protocol1,21.218605563809433,51.31091186590114,55.32893535036672,115.16414353093796,17.549986502956017,0,0.0
4267.464979571135,OK,1,protocol1,106.61204576762339,80.9982649541236,51.946995597963166,21.218605563809433,115.16414353093796,0,0.0
4291.788719919277,OK,0,protocol1,24.323740348142564,50.71813055985846,48.4304427343673,106.61204576762339,21.218605563809433,0,0.0
4371.440682386513,OK,1,protocol1,79.65196246723553,70.19591619433383,41.95120868984448,24.323740348142564,106.61204576762339,0,0.0
4486.297661435178,OK,0,protocol1,114.85697904866538,72.94422728801449,45.63783639511606,79.65196246723553,24.323740348142564,0,0.0
4498.022966284833,OK,1,protocol1,11.725304849655004,68.74474878851863,52.42385943869067,114.85697904866538,79.65196246723553,0,0.0
4590.764314101619,OK,1,protocol1,92.74134781678549,73.10787723836863,54.29678103707324,11.725304849655004,114.85697904866538,0,0.0
4625.2850655681705,OK,0,protocol1,34.5207514665517,46.3291347109974,41.778921008670906,92.74134781678549,11.725304849655004,0,0.0
4721.578464599146,OK,1,protocol1,96.2933990309757,74.5184994381043,34.68456643889235,34.5207514665517,92.74134781678549,0,0.0
4747.859020233393,OK,0,protocol1,26.28055563424641,52.36490204392461,38.265648334958385,96.2933990309757,34.5207514665517,0,0.0
4835.353963627062,OK,1,protocol1,87.49494339366902,70.02296601963037,38.13662354145847,26.28055563424641,96.2933990309757,0,0.0
4878.367686634437,OK,0,protocol1,43.01372300737512,52.263074011763514,31.63800227087707,87.49494339366902,26.28055563424641,0,0.0
4955.30854499307,OK,1,protocol1,76.9408583586337,69.14984158655928,23.2415511212262,43.01372300737512,87.49494339366902,0,0.0
4987.116628928832,D,0,protocol1,31.808083935761715,50.58755510059018,23.500298534457443,76.9408583586337,43.01372300737512,1,0.0
5092.261826446757,OK,1,protocol1,105.14519751792523,71.29804660410689,36.99275673038653,31.808083935761715,76.9408583586337,0,1.0
5095.813739173365,OK,0,protocol1,3.551912726607952,46.83506472676496,52.43716709016906,105.14519751792523,31.808083935761715,0,0.0
5194.013657762196,OK,1,protocol1,98.19991858883077,68.96567627778798,56.75631745716064,3.551912726607952,105.14519751792523,0,0.0
5254.376338081605,OK,0,protocol1,60.362680319409264,54.03817054494933,47.63990786451282,98.19991858883077,3.551912726607952,0,0.0
5319.987151022947,OK,1,protocol1,65.61081294134146,74.72447061652717,20.498980880268107,60.362680319409264,98.19991858883077,0,0.0
5429.783323532641,D,0,protocol1,109.79617250969386,78.58988859014819,27.152529183389493,65.61081294134146,60.362680319409264,1,0.0
5456.074315811979,OK,1,protocol1,26.290992279338752,67.23265924345803,41.776208185961416,109.79617250969386,65.61081294134146,0,1.0
5562.970220166232,D,0,protocol1,106.8959043542527,80.9943563810951,47.396692098503685,26.290992279338752,109.79617250969386,1,0.0
5593.850155349055,OK,1,protocol1,30.87993518282292,54.68894393880479,45.27073708377155,106.8959043542527,26.290992279338752,0,1.0
5665.500519511882,D,0,protocol1,71.65036416282692,69.80873456663419,38.041432569569736,30.87993518282292,106.8959043542527,1,0.0
5727.149632950293,OK,1,protocol1,61.649113438411405,54.72647092802041,21.248510637180964,71.65036416282692,30.87993518282292,0,1.0
5795.637329590373,OK,0,protocol1,68.48769664007978,67.2623914137727,5.111974538900566,61.649113438411405,71.65036416282692,0,0.0
5823.466072809698,OK,1,protocol1,27.82874321932468,52.65518443260529,21.77052347875205,68.48769664007978,61.649113438411405,0,0.0
